elements,bubble_time,import_time
100,0.00387692451477,0.19025802612304688
1000,0.438079833984,1.836456060409546
5000,10.9962108135,9.098587989807129
6500,19.3785438538,11.819005966186523
7500,26.580165863,14.814955949783325
8500,35.1439270973,15.642584800720215
10000,44.8600668907,18.518471002578735
15000,114.746912956,28.119911909103394
20000,212.269360065,39.32463192939758
25000,303.131078005,46.19871497154236
100000,5471.94626784,191.72838926315308
